timestamp,value
2025-06-06 10:19:00,11.5
2025-06-06 14:29:00,1
2025-06-06 01:06:00,74.1
2025-06-06 13:21:00,38.8
2025-06-06 19:47:00,87.2
2025-06-06 00:48:00,48.7
2025-06-06 03:19:00,30.3
2025-06-06 11:21:00,73.9
2025-06-06 00:38:00,28.3
2025-06-06 08:10:00,59.6
2025-06-06 00:41:00,82.1
2025-06-06 23:33:00,1.9
2025-06-06 19:59:00,92.6
2025-06-06 02:53:00,not_a_number
2025-06-06 09:18:00,88
2025-06-06 11:39:00,27.5
2025-06-06 02:17:00,64.4
2025-06-06 23:32:00,65.8
2025-06-06 22:55:00,97.8
2025-06-06 07:13:00,34.3
2025-06-06 16:37:00,15.9
2025-06-06 01:42:00,not_a_number
2025-06-06 15:42:00,42.5
2025-06-06 09:15:00,4
2025-06-06 13:14:00,57.5
2025-06-06 15:52:00,21.9
2025-06-06 01:27:00,60.6
2025-06-06 22:01:00,73
2025-06-06 11:47:00,37.8
2025-06-06 16:55:00,60.7
2025-06-06 16:16:00,71.8
2025-06-06 06:08:00,43.9
2025-06-06 12:28:00,78.6
2025-06-06 23:36:00,39.5
2025-06-06 15:38:00,53.6
2025-06-06 05:39:00,13.3
2025-06-06 22:07:00,16.4
2025-06-06 05:17:00,9.1
2025-06-06 12:02:00,
2025-06-06 14:23:00,not_a_number
2025-06-06 15:01:00,76.4
2025-06-06 06:48:00,not_a_number
2025-06-06 09:09:00,18.3
2025-06-06 14:27:00,57.9
2025-06-06 08:09:00,9.5
2025-06-06 21:07:00,67.5
2025-06-06 19:11:00,94.8
2025-06-06 03:24:00,90.4
2025-06-06 00:31:00,47.3
2025-06-06 01:12:00,42.8
2025-06-06 18:33:00,
2025-06-06 18:17:00,2.8
2025-06-06 23:49:00,33
2025-06-06 03:40:00,not_a_number
2025-06-06 04:07:00,22.8
2025-06-06 10:47:00,66
2025-06-06 19:34:00,2.7
2025-06-06 22:31:00,50.7
2025-06-06 17:33:00,66.9
2025-06-06 16:56:00,93.4
2025-06-06 18:38:00,5.2
2025-06-06 17:47:00,94.1
2025-06-06 00:31:00,51.7
2025-06-06 22:05:00,70.5
2025-06-06 22:25:00,83.3
2025-06-06 04:31:00,56.9
2025-06-06 14:32:00,2.2
2025-06-06 20:14:00,14
2025-06-06 23:26:00,not_a_number
2025-06-06 20:51:00,99.4
2025-06-06 19:10:00,27.1
2025-06-06 07:20:00,56.4
2025-06-06 08:50:00,88.9
2025-06-06 10:04:00,98.4
2025-06-06 04:06:00,28.6
2025-06-06 04:13:00,32.8
2025-06-06 19:07:00,
2025-06-06 15:23:00,14.6
2025-06-06 17:42:00,56.5
2025-06-06 22:32:00,6.8
2025-06-06 23:55:00,68.4
2025-06-06 16:51:00,75.8
2025-06-06 19:59:00,64.8
2025-06-06 18:28:00,32.6
2025-06-06 12:08:00,89.5
2025-06-06 17:04:00,75.5
2025-06-06 08:48:00,not_a_number
2025-06-06 02:58:00,55.6
2025-06-06 15:32:00,84.8
2025-06-06 20:26:00,not_a_number
2025-06-06 16:06:00,80.5
2025-06-06 16:10:00,58.3
2025-06-06 22:52:00,
2025-06-06 00:02:00,74.9
2025-06-06 09:42:00,93.2
2025-06-06 12:25:00,51.7
2025-06-06 18:22:00,62.8
2025-06-06 17:25:00,68.1
2025-06-06 06:21:00,50.2
2025-06-06 03:17:00,76.2
2025-06-06 15:24:00,58.3
2025-06-06 15:54:00,53.3
2025-06-06 21:22:00,24.2
2025-06-06 11:54:00,3
2025-06-06 04:49:00,1.5
2025-06-06 00:07:00,48.1
2025-06-06 02:22:00,7.6
2025-06-06 01:11:00,not_a_number
2025-06-06 03:14:00,41.1
2025-06-06 05:16:00,21.7
2025-06-06 17:40:00,48.7
2025-06-06 14:54:00,58
2025-06-06 05:22:00,58.4
2025-06-06 16:49:00,52.2
2025-06-06 17:04:00,44.9
2025-06-06 15:32:00,92.3
2025-06-06 15:51:00,66.4
2025-06-06 15:09:00,56
2025-06-06 20:21:00,27.5
2025-06-06 07:23:00,82.2
2025-06-06 17:23:00,93.1
2025-06-06 09:57:00,
2025-06-06 19:18:00,40.9
2025-06-06 21:59:00,not_a_number
2025-06-06 21:53:00,83.7
2025-06-06 23:00:00,4
2025-06-06 22:46:00,55.6
2025-06-06 18:27:00,77.2
2025-06-06 11:02:00,56.2
2025-06-06 12:21:00,
2025-06-06 20:51:00,47.7
2025-06-06 19:56:00,1.8
2025-06-06 09:45:00,
2025-06-06 09:18:00,24.1
2025-06-06 20:50:00,87
2025-06-06 22:20:00,39.8
2025-06-06 20:46:00,38.9
2025-06-06 08:29:00,not_a_number
2025-06-06 01:58:00,90.2
2025-06-06 03:27:00,13.1
2025-06-06 21:28:00,4.4
2025-06-06 23:43:00,
2025-06-06 21:57:00,
2025-06-06 16:45:00,9.3
2025-06-06 00:29:00,65.6
2025-06-06 06:55:00,94.9
2025-06-06 21:43:00,49
2025-06-06 09:34:00,
2025-06-06 06:02:00,11.3
2025-06-06 04:55:00,60.3
2025-06-06 00:43:00,39
2025-06-06 10:17:00,38.3
2025-06-06 19:26:00,77.2
2025-06-06 07:50:00,not_a_number
2025-06-06 20:42:00,77.5
2025-06-06 03:14:00,43.8
2025-06-06 20:25:00,79.8
2025-06-06 11:21:00,
2025-06-06 15:48:00,7.1
2025-06-06 05:28:00,30.9
2025-06-06 23:43:00,14.2
2025-06-06 04:12:00,48.9
2025-06-06 13:11:00,85.9
2025-06-06 19:01:00,12.3
2025-06-06 15:48:00,24.7
2025-06-06 01:16:00,22.5
2025-06-06 10:24:00,14.7
2025-06-06 08:24:00,34.4
2025-06-06 09:14:00,66.9
2025-06-06 11:57:00,76.6
2025-06-06 12:45:00,72.8
2025-06-06 04:34:00,9.4
2025-06-06 02:28:00,7.3
2025-06-06 21:22:00,96.9
2025-06-06 18:28:00,
2025-06-06 23:04:00,
2025-06-06 16:23:00,40
2025-06-06 03:11:00,28
2025-06-06 20:39:00,37.9
2025-06-06 04:00:00,98.2
2025-06-06 11:11:00,17.9
2025-06-06 04:33:00,85.2
2025-06-06 22:26:00,75.5
2025-06-06 16:06:00,3.3
2025-06-06 16:01:00,
2025-06-06 17:01:00,64
2025-06-06 16:43:00,15.6
2025-06-06 03:22:00,15.9
2025-06-06 23:26:00,23.7
2025-06-06 16:04:00,54.5
2025-06-06 02:39:00,18.1
2025-06-06 12:54:00,13.5
2025-06-06 15:25:00,12.6
2025-06-06 04:40:00,39.2
2025-06-06 14:32:00,
2025-06-06 01:37:00,16.2
2025-06-06 01:55:00,76.7
2025-06-06 13:02:00,80
2025-06-06 16:26:00,85.4
2025-06-06 16:56:00,
2025-06-06 19:39:00,74
2025-06-06 09:13:00,62.7
2025-06-06 03:43:00,
2025-06-06 15:46:00,38.4
2025-06-06 15:36:00,7.7
2025-06-06 23:30:00,35.7
2025-06-06 16:15:00,24.5
2025-06-06 05:20:00,75.8
2025-06-06 08:16:00,87.1
2025-06-06 17:41:00,70.6
2025-06-06 22:39:00,not_a_number
2025-06-06 22:45:00,73.2
2025-06-06 17:07:00,
2025-06-06 08:37:00,29.5
2025-06-06 00:51:00,67.9
2025-06-06 17:00:00,94.2
2025-06-06 16:02:00,94.8
2025-06-06 02:28:00,24.2
2025-06-06 09:08:00,70.1
2025-06-06 07:25:00,33.6
2025-06-06 17:19:00,43.9
2025-06-06 11:40:00,56.5
2025-06-06 13:41:00,48.1
2025-06-06 04:57:00,19
2025-06-06 15:08:00,8.3
2025-06-06 08:33:00,98.5
2025-06-06 00:35:00,
2025-06-06 13:53:00,42.6
2025-06-06 22:26:00,
2025-06-06 16:36:00,94.4
2025-06-06 02:21:00,20.6
2025-06-06 00:03:00,26.7
2025-06-06 06:52:00,89.6
2025-06-06 21:36:00,64.7
2025-06-06 05:44:00,88.1
2025-06-06 04:30:00,15.3
2025-06-06 03:19:00,not_a_number
2025-06-06 10:42:00,65.4
2025-06-06 01:45:00,26.2
2025-06-06 22:14:00,5.9
2025-06-06 16:06:00,86.7
2025-06-06 11:14:00,47.6
2025-06-06 21:54:00,1.7
2025-06-06 23:04:00,77.9
2025-06-06 20:39:00,16.5
2025-06-06 01:30:00,10.7
2025-06-06 14:01:00,53.4
2025-06-06 03:16:00,27.6
2025-06-06 17:46:00,51.3
2025-06-06 14:54:00,37.8
2025-06-06 06:19:00,
2025-06-06 05:56:00,4.4
2025-06-06 05:42:00,50.8
2025-06-06 09:30:00,76.4
2025-06-06 05:20:00,87.3
2025-06-06 02:13:00,
2025-06-06 09:04:00,51.8
2025-06-06 10:31:00,84.6
2025-06-06 01:23:00,
2025-06-06 02:24:00,64.6
2025-06-06 15:18:00,33.4
2025-06-06 12:51:00,88.4
2025-06-06 08:00:00,72.8
2025-06-06 02:08:00,11.7
2025-06-06 22:31:00,not_a_number
2025-06-06 13:04:00,86.8
2025-06-06 10:51:00,52.5
2025-06-06 14:06:00,59.2
2025-06-06 09:28:00,56.3
2025-06-06 15:44:00,4.1
2025-06-06 05:56:00,44.4
2025-06-06 20:41:00,
2025-06-06 09:23:00,88.6
2025-06-06 02:29:00,60.1
2025-06-06 18:45:00,27.8
2025-06-06 07:53:00,26.3
2025-06-06 18:54:00,48.6
2025-06-06 22:08:00,
2025-06-06 15:39:00,62.6
2025-06-06 12:50:00,63.8
2025-06-06 15:15:00,0.8
2025-06-06 13:22:00,60
2025-06-06 07:09:00,68.7
2025-06-06 13:10:00,63.7
2025-06-06 10:47:00,95.8
2025-06-06 19:27:00,91.8
2025-06-06 18:31:00,
2025-06-06 11:36:00,44.6
2025-06-06 11:32:00,66.6
2025-06-06 04:25:00,41.4
2025-06-06 03:39:00,71.6
2025-06-06 11:31:00,29.8
2025-06-06 00:56:00,15.9
2025-06-06 19:18:00,88.3
2025-06-06 04:31:00,39.4
2025-06-06 17:43:00,65.4
2025-06-06 03:36:00,85.9
2025-06-06 02:47:00,0.6
2025-06-06 18:21:00,51.6
2025-06-06 19:58:00,38.3
2025-06-06 21:01:00,76.6
2025-06-06 08:29:00,9
2025-06-06 06:37:00,
2025-06-06 18:11:00,17.4
2025-06-06 20:39:00,
2025-06-06 18:05:00,
2025-06-06 05:45:00,80
2025-06-06 05:19:00,93.2
2025-06-06 14:50:00,12.6
2025-06-06 18:37:00,55.1
2025-06-06 21:24:00,86.7
2025-06-06 11:30:00,77
2025-06-06 08:01:00,28.5
2025-06-06 17:00:00,97.4
2025-06-06 01:24:00,
2025-06-06 20:15:00,6.8
2025-06-06 07:41:00,43.6
2025-06-06 19:08:00,76.7
2025-06-06 17:22:00,
2025-06-06 22:58:00,46.4
2025-06-06 07:10:00,50.3
2025-06-06 17:07:00,42
2025-06-06 18:46:00,54.9
2025-06-06 09:21:00,2.3
2025-06-06 04:39:00,79
2025-06-06 04:16:00,29.3
2025-06-06 14:31:00,95.2
2025-06-06 23:59:00,6.2
2025-06-06 19:46:00,15.3
2025-06-06 12:13:00,3.1
2025-06-06 03:49:00,not_a_number
2025-06-06 22:51:00,77.1
2025-06-06 13:47:00,66.7
2025-06-06 08:19:00,not_a_number
2025-06-06 23:14:00,13.3
2025-06-06 00:40:00,45.3
2025-06-06 16:10:00,87.8
2025-06-06 11:20:00,6.1
2025-06-06 05:49:00,72.8
2025-06-06 16:30:00,91.2
2025-06-06 15:04:00,18.6
2025-06-06 00:27:00,77.7
2025-06-06 18:50:00,69.6
2025-06-06 00:37:00,82.7
2025-06-06 10:36:00,9.8
2025-06-06 04:00:00,57.4
2025-06-06 03:03:00,96.8
2025-06-06 03:27:00,15.4
2025-06-06 12:46:00,70.5
2025-06-06 13:48:00,91.9
2025-06-06 01:35:00,27.1
2025-06-06 18:06:00,95
2025-06-06 08:47:00,59.2
2025-06-06 20:24:00,58.2
2025-06-06 13:37:00,94.2
2025-06-06 01:31:00,94.5
2025-06-06 07:12:00,
2025-06-06 12:46:00,92.9
2025-06-06 03:41:00,34.3
2025-06-06 10:38:00,41.3
2025-06-06 10:14:00,50.4
2025-06-06 05:55:00,60.8
2025-06-06 06:03:00,49.6
2025-06-06 03:17:00,13
2025-06-06 16:30:00,10.5
2025-06-06 08:03:00,70.4
2025-06-06 02:47:00,
2025-06-06 11:41:00,68.8
2025-06-06 19:30:00,71.6
2025-06-06 20:36:00,47.9
2025-06-06 23:10:00,55.1
2025-06-06 02:57:00,95.9
2025-06-06 02:18:00,31.7
2025-06-06 08:11:00,72.5
2025-06-06 14:52:00,30.9
2025-06-06 03:46:00,73.1
2025-06-06 07:19:00,32.3
2025-06-06 09:28:00,82.9
2025-06-06 23:54:00,39.9
2025-06-06 04:02:00,28.4
2025-06-06 11:15:00,29.4
2025-06-06 19:51:00,35.9
2025-06-06 16:31:00,
2025-06-06 13:40:00,87.8
2025-06-06 06:50:00,88.9
2025-06-06 07:43:00,84.6
2025-06-06 21:08:00,54.5
2025-06-06 14:22:00,70.7
2025-06-06 00:46:00,60.2
2025-06-06 08:23:00,31.7
2025-06-06 06:51:00,14.2
2025-06-06 16:11:00,96.3
2025-06-06 22:40:00,not_a_number
2025-06-06 07:07:00,23.6
2025-06-06 06:04:00,55.5
2025-06-06 21:59:00,66.5
2025-06-06 00:38:00,32.7
2025-06-06 22:33:00,8.1
2025-06-06 08:25:00,
2025-06-06 18:49:00,15.8
2025-06-06 22:22:00,14.5
2025-06-06 03:50:00,16
2025-06-06 07:16:00,49.8
2025-06-06 12:01:00,50.6
2025-06-06 21:17:00,12.5
2025-06-06 02:05:00,55.1
2025-06-06 18:24:00,68.3
2025-06-06 05:00:00,65.1
2025-06-06 02:44:00,27.8
2025-06-06 03:20:00,8.1
2025-06-06 15:09:00,8.6
2025-06-06 12:02:00,
2025-06-06 13:15:00,49.3
2025-06-06 11:18:00,6.1
2025-06-06 07:00:00,17.7
2025-06-06 10:56:00,61.8
2025-06-06 02:13:00,not_a_number
2025-06-06 04:06:00,63.4
2025-06-06 10:52:00,71.7
2025-06-06 08:56:00,84.1
2025-06-06 06:52:00,
2025-06-06 09:28:00,93.4
2025-06-06 10:06:00,88.2
2025-06-06 01:27:00,3
2025-06-06 08:18:00,99
2025-06-06 06:34:00,68.2
2025-06-06 04:53:00,13.4
2025-06-06 18:47:00,3.7
2025-06-06 16:53:00,50
2025-06-06 23:19:00,42.6
2025-06-06 14:06:00,69.2
2025-06-06 21:52:00,23.3
2025-06-06 05:04:00,43.4
2025-06-06 13:08:00,30.7
2025-06-06 06:59:00,40.6
2025-06-06 15:59:00,74.9
2025-06-06 13:12:00,56.2
2025-06-06 19:36:00,93.2
2025-06-06 17:22:00,79.1
2025-06-06 11:17:00,58.6
2025-06-06 14:48:00,87.9
2025-06-06 23:27:00,99.6
2025-06-06 08:10:00,54.3
2025-06-06 09:39:00,54.2
2025-06-06 04:22:00,91.6
2025-06-06 02:55:00,6.3
2025-06-06 01:31:00,40.2
2025-06-06 22:46:00,97.9
2025-06-06 00:05:00,62.5
2025-06-06 15:32:00,82
2025-06-06 07:24:00,74.3
2025-06-06 05:47:00,23.9
2025-06-06 13:57:00,0.7
2025-06-06 02:29:00,57.5
2025-06-06 01:07:00,40
2025-06-06 14:16:00,7.2
2025-06-06 03:42:00,88.9
2025-06-06 02:58:00,58.3
2025-06-06 17:35:00,26.8
2025-06-06 13:00:00,20.2
2025-06-06 13:10:00,82.7
2025-06-06 09:56:00,84.4
2025-06-06 09:01:00,28.3
2025-06-06 07:24:00,
2025-06-06 15:03:00,
2025-06-06 21:34:00,20.1
2025-06-06 17:53:00,98.7
2025-06-06 09:21:00,12.9
2025-06-06 06:33:00,not_a_number
2025-06-06 05:40:00,not_a_number
2025-06-06 14:12:00,84.1
2025-06-06 02:51:00,31.9
2025-06-06 15:31:00,78.4
2025-06-06 13:22:00,not_a_number
2025-06-06 10:40:00,not_a_number
2025-06-06 03:26:00,
2025-06-06 09:42:00,22.6
2025-06-06 20:10:00,90.4
2025-06-06 05:49:00,86.9
2025-06-06 19:15:00,15.8
2025-06-06 15:59:00,12.6
2025-06-06 16:38:00,14.3
2025-06-06 16:44:00,13.1
2025-06-06 07:30:00,32.2
2025-06-06 20:15:00,91.2
2025-06-06 07:16:00,4.6
2025-06-06 15:34:00,26.8
2025-06-06 21:16:00,64.3
2025-06-06 18:53:00,75.7
2025-06-06 19:26:00,74.5
2025-06-06 04:50:00,52.4
2025-06-06 20:01:00,79.5
2025-06-06 00:49:00,10
2025-06-06 23:06:00,48.7
2025-06-06 07:29:00,2.3
2025-06-06 08:02:00,21.3
2025-06-06 05:24:00,
2025-06-06 03:47:00,52.7
2025-06-06 15:29:00,59.9
2025-06-06 02:17:00,50.3
2025-06-06 21:48:00,25.9
2025-06-06 16:58:00,32.6
2025-06-06 21:15:00,52.7
2025-06-06 17:41:00,20.4
2025-06-06 07:31:00,70.1
2025-06-06 16:00:00,77.9
2025-06-06 21:37:00,20.8
2025-06-06 13:27:00,not_a_number
2025-06-06 09:02:00,57.7
2025-06-06 11:07:00,74.7
2025-06-06 05:50:00,93.5
2025-06-06 16:59:00,87
2025-06-06 23:17:00,11.8
2025-06-06 15:55:00,51
2025-06-06 09:01:00,69.9
2025-06-06 06:58:00,74
2025-06-06 17:35:00,63.1
2025-06-06 01:37:00,89.6
2025-06-06 19:03:00,
2025-06-06 08:11:00,85.6
2025-06-06 06:02:00,42.4
2025-06-06 07:59:00,68.8
2025-06-06 20:31:00,94.8
2025-06-06 14:59:00,not_a_number
2025-06-06 02:19:00,71.7
2025-06-06 18:12:00,86.5
2025-06-06 07:34:00,28.2
2025-06-06 15:43:00,93
2025-06-06 06:13:00,48.9
2025-06-06 12:42:00,
2025-06-06 03:38:00,2.5
2025-06-06 04:47:00,41.6
2025-06-06 11:00:00,91.2
2025-06-06 14:22:00,78.3
2025-06-06 17:00:00,94.4
2025-06-06 03:11:00,84.9
2025-06-06 17:19:00,57.3
2025-06-06 01:30:00,91.8
2025-06-06 08:19:00,73.6
2025-06-06 14:06:00,68.2
2025-06-06 06:10:00,38.8
2025-06-06 10:08:00,93.9
2025-06-06 21:18:00,12.7
2025-06-06 06:47:00,56.1
2025-06-06 17:48:00,not_a_number
2025-06-06 22:35:00,88
2025-06-06 11:14:00,76.3
2025-06-06 16:14:00,93.7
2025-06-06 09:39:00,
2025-06-06 03:14:00,94.9
2025-06-06 12:14:00,23.3
2025-06-06 15:37:00,not_a_number
2025-06-06 19:53:00,
2025-06-06 10:41:00,
2025-06-06 05:06:00,61.4
2025-06-06 06:53:00,13.4
2025-06-06 10:25:00,4.3
2025-06-06 01:54:00,not_a_number
2025-06-06 00:06:00,37.6
2025-06-06 02:27:00,80.5
2025-06-06 01:32:00,90.6
2025-06-06 12:24:00,33
2025-06-06 04:56:00,81.2
2025-06-06 18:27:00,
2025-06-06 14:24:00,2.6
2025-06-06 06:04:00,4.5
2025-06-06 16:49:00,78.9
2025-06-06 12:24:00,21
2025-06-06 10:14:00,41.4
2025-06-06 04:54:00,71
2025-06-06 07:35:00,83.5
2025-06-06 05:48:00,30.7
2025-06-06 19:51:00,
2025-06-06 01:28:00,86.6
2025-06-06 11:18:00,80.1
2025-06-06 15:28:00,69.3
2025-06-06 17:32:00,not_a_number
2025-06-06 18:51:00,90.1
2025-06-06 07:57:00,28.2
2025-06-06 03:57:00,55.9
2025-06-06 10:08:00,76.3
2025-06-06 13:01:00,not_a_number
2025-06-06 11:02:00,60.3
2025-06-06 10:57:00,12.9
2025-06-06 18:25:00,
2025-06-06 10:01:00,27
2025-06-06 20:23:00,79.1
2025-06-06 16:12:00,35.6
2025-06-06 13:56:00,
2025-06-06 23:21:00,67.2
2025-06-06 10:36:00,11.9
2025-06-06 21:14:00,49.3
2025-06-06 15:53:00,79.4
2025-06-06 14:06:00,21.7
2025-06-06 21:28:00,68.7
2025-06-06 23:57:00,3.6
2025-06-06 13:35:00,89.8
2025-06-06 04:42:00,35.1
2025-06-06 08:00:00,12.7
2025-06-06 05:48:00,92.7
2025-06-06 21:21:00,30.6
2025-06-06 14:28:00,99.3
2025-06-06 18:36:00,85.4
2025-06-06 02:16:00,57.6
2025-06-06 02:06:00,36.3
2025-06-06 02:38:00,35.3
2025-06-06 15:48:00,10.5
2025-06-06 14:12:00,
2025-06-06 09:00:00,23
2025-06-06 06:29:00,87
2025-06-06 06:22:00,
2025-06-06 11:50:00,0.6
2025-06-06 04:47:00,1.6
2025-06-06 09:14:00,3.3
2025-06-06 02:53:00,85.5
2025-06-06 04:16:00,not_a_number
2025-06-06 14:52:00,
2025-06-06 02:07:00,84.2
2025-06-06 16:57:00,7.5
2025-06-06 23:28:00,24
2025-06-06 17:22:00,
2025-06-06 23:56:00,93.2
2025-06-06 04:42:00,99.6
2025-06-06 07:06:00,37.5
2025-06-06 16:24:00,not_a_number
2025-06-06 09:25:00,
2025-06-06 18:08:00,44.6
2025-06-06 16:23:00,not_a_number
2025-06-06 17:28:00,74.1
2025-06-06 02:29:00,not_a_number
2025-06-06 13:38:00,68.7
2025-06-06 06:56:00,13.5
2025-06-06 05:44:00,76.8
2025-06-06 03:17:00,74.2
2025-06-06 22:57:00,45.9
2025-06-06 18:06:00,82.7
2025-06-06 11:00:00,20.1
2025-06-06 11:18:00,88.8
2025-06-06 11:48:00,59.9
2025-06-06 08:22:00,65.6
2025-06-06 23:02:00,31.9
2025-06-06 17:50:00,18.9
2025-06-06 12:30:00,76.6
2025-06-06 21:05:00,77.7
2025-06-06 08:46:00,17.5
2025-06-06 10:08:00,12.8
2025-06-06 03:11:00,not_a_number
2025-06-06 01:45:00,
2025-06-06 13:22:00,32.6
2025-06-06 22:21:00,
2025-06-06 14:25:00,93.4
2025-06-06 23:29:00,82
2025-06-06 06:34:00,72
2025-06-06 07:05:00,not_a_number
2025-06-06 22:17:00,26.8
2025-06-06 10:34:00,51.7
2025-06-06 05:22:00,8.5
2025-06-06 06:29:00,
2025-06-06 12:24:00,35
2025-06-06 23:12:00,55.1
2025-06-06 22:22:00,63
2025-06-06 01:44:00,62.1
2025-06-06 06:09:00,not_a_number
2025-06-06 09:07:00,61.5
2025-06-06 00:57:00,6.8
2025-06-06 01:16:00,51.1
2025-06-06 23:14:00,74.2
2025-06-06 01:00:00,81
2025-06-06 17:51:00,89.3
2025-06-06 09:18:00,17.1
2025-06-06 15:33:00,11.1
2025-06-06 14:45:00,89.5
2025-06-06 06:55:00,37.1
2025-06-06 21:46:00,3.3
2025-06-06 15:06:00,6.9
2025-06-06 03:06:00,not_a_number
2025-06-06 17:24:00,65.1
2025-06-06 14:57:00,9.5
2025-06-06 12:06:00,38
2025-06-06 11:00:00,
2025-06-06 11:37:00,
2025-06-06 02:05:00,92.1
2025-06-06 19:16:00,60.7
2025-06-06 00:54:00,59.4
2025-06-06 17:50:00,18
2025-06-06 16:07:00,95.4
2025-06-06 20:11:00,79.4
2025-06-06 20:53:00,45.3
2025-06-06 23:40:00,56.4
2025-06-06 15:56:00,
2025-06-06 19:14:00,53.6
2025-06-06 07:37:00,18.8
2025-06-06 04:54:00,90.1
2025-06-06 12:44:00,37.1
2025-06-06 01:41:00,93.8
2025-06-06 06:59:00,7.8
2025-06-06 21:16:00,78.2
2025-06-06 08:27:00,67.4
2025-06-06 21:14:00,19
2025-06-06 02:27:00,
2025-06-06 08:41:00,31.2
2025-06-06 10:51:00,not_a_number
2025-06-06 11:52:00,54.7
2025-06-06 22:14:00,69
2025-06-06 04:55:00,
2025-06-06 19:16:00,13.6
2025-06-06 09:05:00,
2025-06-06 12:26:00,92.8
2025-06-06 10:37:00,5.4
2025-06-06 19:14:00,96
2025-06-06 20:26:00,18.9
2025-06-06 01:59:00,92.4
2025-06-06 06:41:00,71
2025-06-06 23:06:00,6.2
2025-06-06 18:40:00,32.7
2025-06-06 15:33:00,26.2
2025-06-06 11:51:00,not_a_number
2025-06-06 18:57:00,86.3
2025-06-06 03:25:00,not_a_number
2025-06-06 12:57:00,
2025-06-06 01:42:00,63.4
2025-06-06 20:52:00,58.6
2025-06-06 17:29:00,86.8
2025-06-06 04:38:00,24.6
2025-06-06 04:01:00,77.7
2025-06-06 19:45:00,73.1
2025-06-06 14:08:00,42.6
2025-06-06 08:20:00,7
2025-06-06 17:42:00,27.6
2025-06-06 02:56:00,
2025-06-06 08:51:00,60.1
2025-06-06 05:03:00,36.8
2025-06-06 04:48:00,1
2025-06-06 20:41:00,15.3
2025-06-06 21:55:00,74.1
2025-06-06 12:39:00,43.7
2025-06-06 21:23:00,10.8
2025-06-06 07:52:00,
2025-06-06 22:19:00,37.6
2025-06-06 17:32:00,28.5
2025-06-06 22:41:00,46.1
2025-06-06 22:43:00,55.2
2025-06-06 13:31:00,36.2
2025-06-06 23:38:00,not_a_number
2025-06-06 16:09:00,28.7
2025-06-06 08:25:00,33.5
2025-06-06 17:28:00,44.1
2025-06-06 18:18:00,88.5
2025-06-06 09:19:00,61
2025-06-06 03:46:00,31.3
2025-06-06 12:46:00,30.7
2025-06-06 12:47:00,39.1
2025-06-06 23:26:00,50.2
2025-06-06 15:54:00,40.1
2025-06-06 13:07:00,85.2
2025-06-06 16:13:00,81.1
2025-06-06 05:00:00,5.5
2025-06-06 20:48:00,39.4
2025-06-06 11:24:00,77.4
2025-06-06 09:30:00,35.4
2025-06-06 05:15:00,84.9
2025-06-06 17:28:00,42.3
2025-06-06 20:20:00,4.8
2025-06-06 19:56:00,73
2025-06-06 22:57:00,22.3
2025-06-06 17:56:00,50.7
2025-06-06 21:46:00,78.2
2025-06-06 22:02:00,97.6
2025-06-06 15:44:00,77.7
2025-06-06 04:12:00,77.3
2025-06-06 07:24:00,55.3
2025-06-06 16:25:00,32.7
2025-06-06 12:17:00,30.5
2025-06-06 12:32:00,
2025-06-06 09:04:00,
2025-06-06 06:20:00,87.4
2025-06-06 09:23:00,
2025-06-06 01:05:00,23.7
2025-06-06 10:53:00,55.2
2025-06-06 02:08:00,
2025-06-06 13:10:00,66.6
2025-06-06 02:38:00,13
2025-06-06 04:39:00,56.3
2025-06-06 23:37:00,3.2
2025-06-06 09:34:00,85.1
2025-06-06 01:10:00,54.6
2025-06-06 09:04:00,98.7
2025-06-06 06:21:00,70
2025-06-06 22:32:00,7
2025-06-06 23:44:00,46.6
2025-06-06 07:19:00,32.5
2025-06-06 17:54:00,54.5
2025-06-06 14:04:00,78.1
2025-06-06 02:57:00,59.5
2025-06-06 06:26:00,1.3
2025-06-06 22:40:00,15.8
2025-06-06 14:00:00,86
2025-06-06 23:18:00,35.3
2025-06-06 21:24:00,0.2
2025-06-06 17:52:00,11.1
2025-06-06 07:29:00,2.5
2025-06-06 16:35:00,75.1
2025-06-06 13:18:00,20.9
2025-06-06 08:54:00,
2025-06-06 18:48:00,54.5
2025-06-06 21:20:00,99.9
2025-06-06 05:59:00,79.2
2025-06-06 13:56:00,26.8
2025-06-06 20:13:00,48.3
2025-06-06 06:53:00,17.5
2025-06-06 05:33:00,not_a_number
2025-06-06 21:02:00,55.4
2025-06-06 17:14:00,3.4
2025-06-06 21:16:00,
2025-06-06 11:20:00,95.6
2025-06-06 04:02:00,26.5
2025-06-06 20:00:00,15.9
2025-06-06 08:09:00,11.1
2025-06-06 08:54:00,25.1
2025-06-06 08:04:00,75.3
2025-06-06 06:47:00,89.1
2025-06-06 20:04:00,23.7
2025-06-06 20:41:00,57.2
2025-06-06 09:35:00,78.8
2025-06-06 08:28:00,34.5
2025-06-06 17:23:00,80.5
2025-06-06 12:26:00,
2025-06-06 16:14:00,34.3
2025-06-06 08:26:00,21.3
2025-06-06 04:32:00,69.5
2025-06-06 20:07:00,92.8
2025-06-06 23:53:00,6.2
2025-06-06 21:07:00,48.6
2025-06-06 03:55:00,51.4
2025-06-06 05:42:00,49.5
2025-06-06 12:30:00,1.2
2025-06-06 05:42:00,
2025-06-06 18:43:00,72.1
2025-06-06 03:51:00,73.4
